     -65.4532     158.1830 
    -65.3687      83.6837 
    -55.0895     -78.9449 
    -64.6620      83.5107 
    -65.4545      15.2590 
    -60.5932     144.2814 
    -67.5164     -33.4224 
    -57.9838     162.0430 
    -69.5402      83.6699 
    -55.4254    -134.7529 
    -73.5187      26.8568 
    -58.6334    -105.8911 
    -68.4113     102.6053 
    -57.6063     -95.9644 
    -57.2230     161.0766 
    -59.9868     -69.0238 
    -51.7809    -154.8293 
    -65.5880    -142.9562 
    -49.2448    -120.9444 
    -57.5296     175.2134 
    -53.8747     -89.4718 
    -55.3525    -166.3169 
    -64.5976      29.8511 
    -60.0146    -136.8980 
    -59.9387      95.9145 
    -60.2745      13.1265 
    -62.2309      17.6255 
    -58.5406     -14.5391 
    -61.4058      -6.8474 
    -66.0669      14.2107 
    -63.1484      37.5938 
    -59.5852       0.8295 
    -68.4680     -40.2490 
    -72.8645       7.5471 
    -65.3360    -163.7811 
    -59.1750      72.8614 
    -56.0206      -0.2935 
    -56.9726     175.3757 
    -74.3952     -19.1910 
    -72.4457     -66.2590 
    -65.2502      19.0267 
    -59.2523    -129.5875 
    -65.6287      26.3134 
    -58.6449     -39.3534 
    -59.1756      50.9388 
    -66.6500     -16.3275 
    -58.8970      93.9525 
    -60.1282       6.3331 
    -66.3303     121.6056 
    -57.4155      29.9581 
    -62.0946     -80.6697 
    -56.1601      28.3141 
    -52.9917     -36.2538 
    -61.8338      48.0672 
    -52.6608       3.5353 
    -72.1476     -51.9231 
    -57.1790      37.9479 
    -65.7587     -34.2635 
    -64.5925      73.5136 
    -77.6786     132.0762 
    -59.9316      93.2638 
    -66.4022      61.3179 
    -61.9684     101.4591 
    -67.6952     111.1088 
    -57.8330     125.8622 
    -56.8986      42.5665 
    -66.8727    -112.0691 
    -66.1621      88.5916 
    -67.6145    -118.9269 
    -62.1744     121.7733 
    -53.5319     137.9059 
    -66.7541     -33.2520 
    -59.5274     -93.5149 
    -58.4385      45.5682 
    -63.7562      97.2357 
    -65.0294      85.4208 
    -61.2353     -98.3224 
    -56.5299      91.5518 
    -68.5625      23.4951 
    -55.2970     149.7839 
    -64.9629    -147.4243 
    -57.4606     179.8942 
    -69.1689     -71.0842 
    -58.3387    -153.7525 
    -69.1245     179.6400 
    -59.8561     -82.8751 
    -62.8986      77.7773 
    -57.4468      -0.9610 
    -62.3959     154.6005 
    -59.6677      59.2822 
    -59.3163     169.4373 
    -61.2013      90.3937 
    -61.4518    -130.0953 
    -61.4821     127.5238 
    -63.4623    -130.3366 
    -56.6707     151.4966 
    -65.9044     105.8789 
    -60.1593     144.1592 
    -66.1590      -7.2858 
    -55.6294    -142.6911 
    -59.4246     119.0561 
    -65.1683    -113.6799 
    -64.4594     118.7717 
    -60.2276     -57.0997 
    -58.8660    -172.5192 
    -56.5647    -164.5889 
    -57.0634      26.1318 
    -71.1122    -141.9082 
    -56.9612     160.2148 
    -59.8438     -91.0322 
    -65.8428     -10.3275 
    -83.0200      88.3554 
    -55.2284     162.1854 
    -60.7148     -99.4082 
    -55.1912    -118.5359 
    -57.8697     -43.5192 
    -58.4237     -73.2952 
    -61.1130     -17.4520 
    -60.1997     -18.4419 
    -57.8402       6.3181 
    -60.4782      33.1941 
    -55.1040      88.2509 
    -60.8602      72.2839 
    -53.5296     137.7187 
    -56.1029      74.1339 
    -60.5499    -144.0509 
    -60.4912      72.8207 
    -54.2425     -71.5266 
    -62.1843     156.1362 
    -56.3210     -32.7509 
    -57.1102    -137.4252 
    -65.5820    -113.5814 
    -55.1436    -154.8012 
    -56.9766      96.4897 
    -57.3095     -36.9967 
    -75.5388    -165.3442 
    -60.9736     -71.4537 
    -57.8010     160.0241 
    -59.1254      10.3920 
    -60.1297     -90.9339 
    -71.6869    -122.2525 
    -57.9324      72.6950 
    -58.2844    -118.0417 
    -63.7067     -61.2996 
    -64.0660      21.8523 
    -62.7031     161.1018 
    -59.1845     -60.4718 
    -59.9005     -72.8518 
    -51.9598      14.1158 
    -59.9784      29.2550 
    -55.2994      77.0301 
    -57.3067      79.9770 
    -57.3594     112.2350 
    -53.9458     148.5392 
    -56.1099     154.1729 
    -54.2296    -158.4486 
    -51.9467    -162.5121 
    -51.2792    -136.0147 
    -47.7803    -145.4028 
    -54.4917    -161.5829 
    -49.0343    -133.4072 
    -52.3006     142.3020 
    -60.4116      13.2852 
    -55.3377     159.3758 
    -57.1036      63.9922 
    -72.3728      69.2634 
    -55.0945      19.3291 
    -51.7317     -62.7751 
    -57.2254    -161.0816 
    -64.9938     166.4564 
    -56.2457     100.8740 
    -53.4727      -4.5666 
    -57.8138    -124.8472 
    -60.1669      75.4551 
    -70.5421      16.2765 
    -59.0403    -128.8203 
    -71.1363     -26.4532 
    -53.4100     -34.8764 
    -56.9308      74.5450 
    -70.3259      67.6294 
    -62.6866     -67.2966 
    -57.3774      16.5920 
    -58.7606     108.9309 
    -52.9294     123.5467 
    -57.8863    -160.5494 
    -54.4614    -145.0753 
    -57.2739    -117.7258 
    -54.1038     -74.0477 
    -51.1220     -85.1481 
    -52.8869     -42.6099 
    -50.1888     -38.2599 
    -52.0065     -26.6871 
    -47.3452     -22.9660 
    -48.3784     -52.5265 
    -49.3514     -15.8887 
    -46.4083     -39.8767 
    -56.2196     -80.0649 
    -54.9173     -41.9738 
    -49.3162    -118.5747 
    -56.8353    -175.0167 
    -52.2316    -154.9605 
    -51.0135     122.8821 
    -52.0185      31.6476 
    -54.8784     -36.3739 
    -53.8144     -69.0175 
    -51.3193    -161.4408 
    -53.1495      86.0289 
    -61.3816     -26.2712 
    -70.3024      30.2796 
    -64.3111    -145.9348 
    -60.0165     -94.4538 
    -54.7415      75.3282 
    -65.4439      56.1843 
    -56.0832    -166.3514 
    -60.9167      19.5713 
    -60.2719      47.0700 
    -53.6029     151.4514 
    -52.3988    -147.0528 
    -53.2038     -92.9882 
    -52.7701     -28.8248 
    -54.1182      -4.0936 
    -55.3130      24.2624 
    -50.0725      44.0773 
    -52.2847      50.9660 
    -48.9838      98.4863 
    -51.2757     105.8644 
    -47.6468     118.3937 
    -49.8224      94.5594 
    -51.5446      92.8737 
    -46.3315      88.7729 
    -46.9678      49.5318 
    -55.3559      44.2289 
    -50.9635      30.6550 
    -52.8145     -32.7520 
    -56.0287     -17.8244 
    -49.6400     -53.1331 
    -50.7162    -119.2254 
    -57.4070    -174.5770 
    -53.9979     111.7276 
    -50.4027      34.0598 
    -52.1609     -67.0815 
    -57.0621    -176.3223 
    -57.9565     133.7984 
    -56.6929      59.4523 
    -57.5214     -68.7295 
    -64.6888      64.3320 
    -53.0332     131.7804 
    -66.7645      28.3270 
    -57.2930     -69.0255 
    -53.1227     106.6277 
    -62.8438     166.9718 
    -51.7546    -104.8166 
    -51.7913     -28.4664 
    -49.7843      22.3873 
    -50.0888      76.1935 
    -49.8837      96.3104 
    -49.6219     145.0332 
    -47.6311     145.8592 
    -50.7473     173.3731 
    -49.9735    -163.7274 
    -51.1018    -144.6220 
    -52.1027    -130.7920 
    -59.0691     -91.5552 
    -57.8798    -119.2938 
    -52.8558     176.9519 
    -56.9901     141.9130 
    -54.3509     148.1431 
    -52.7188     121.3928 
    -56.8959      67.6524 
    -53.4971      80.9934 
    -48.0350      26.4721 
    -49.0475      -1.8593 
    -50.4688     -41.4687 
    -50.3226    -124.4183 
    -51.4805     127.7411 
    -54.9957      33.1742 
    -60.2995     -10.4646 
    -55.7726    -105.7048 
    -53.9407     141.6196 
    -60.3161      18.2406 
    -58.5444    -154.6890 
    -53.3057    -124.9369 
    -57.8138       2.7358 
    -58.1330      62.4166 
    -51.9938    -170.1067 
    -59.6355     -61.5295 
    -51.7055       3.1030 
    -48.3859     101.1696 
    -49.1404     144.2216 
    -49.5379    -169.3370 
    -52.0868    -150.0842 
    -48.8324    -121.6772 
    -50.4724    -110.4851 
    -51.7243     -77.4519 
    -52.8425     -18.3645 
    -50.2695       3.4687 
    -51.3877      54.9298 
    -48.7941      57.3983 
    -50.0570      68.8819 
    -50.2781      59.4172 
    -56.8274      51.7489 
    -62.1508     156.7242 
    -58.0593     143.7529 
    -57.5656      78.9994 
    -62.6258      70.4334 
    -55.0725     129.7905 
    -51.3597     113.8356 
    -47.7258      55.9491 
    -50.0533     -11.8552 
    -55.6716    -108.4654 
    -53.2132    -178.9794 
    -57.3959      92.0012 
    -56.3915     -36.7391 
    -55.8912    -130.6921 
    -63.5020    -160.9323 
    -54.7734     -88.0541 
    -55.0163       5.8588 
    -57.2789     125.8947 
    -55.9773     163.7660 
    -52.1119     -84.4209 
    -56.3409      72.5099 
    -55.1945     126.5472 
    -48.6725    -152.4973 
    -53.8238    -120.1923 
    -51.8186     -82.9920 
    -57.6880     -76.8607 
    -50.6924     -55.7218 
    -54.3071     -52.1588 
    -56.1852     -58.0836 
    -57.5248    -140.0825 
    -51.2952    -106.8690 
    -47.7935    -137.5369 
    -51.6783    -130.8231 
    -47.1351    -142.6000 
    -47.0615    -161.5930 
    -50.0250    -149.3239 
    -48.6776    -159.8753 
    -50.6660    -169.4955 
    -50.7997     157.6221 
    -55.2974     138.1753 
    -58.1408     116.9353 
    -53.5492     176.3179 
    -46.9793     139.0561 
    -47.6996      93.7158 
    -50.8575      21.7533 
    -52.6996     -55.6930 
    -55.6195    -141.5904 
    -62.1656      70.3094 
    -64.5404     -62.7179 
    -54.1103     -74.6628 
    -54.0266       6.4666 
    -50.7064      92.4793 
    -56.3209    -130.8729 
    -54.3656    -127.9912 
    -54.5585       3.6009 
    -57.5610    -176.4106 
    -57.4153     -86.9329 
    -49.8906     -64.6363 
    -54.2549      15.2312 
    -64.0013     -53.8181 
    -55.9686     -17.8041 
    -50.8204     -14.1427 
    -49.4816      25.0582 
    -48.4082       7.9570 
    -51.1521      19.8771 
    -44.1766      11.0193 
    -45.8893       1.8268 
    -43.7807       9.1478 
    -44.9150     -37.5387 
    -48.9591     -35.5032 
    -47.1749     -56.0968 
    -46.6947     -74.4521 
    -47.1369     -85.6213 
    -48.7138    -112.8826 
    -48.6709    -157.4366 
    -48.1627     172.1776 
    -60.7219     158.0133 
    -51.1923    -139.8464 
    -48.2727    -166.7859 
    -46.8153     128.3663 
    -48.3819      42.1579 
    -52.8411     -34.3451 
    -59.8631    -107.8266 
    -66.2352      85.9494 
    -50.9629      10.4120 
    -55.9308     125.5643 
    -49.5943    -179.9297 
    -51.3459     -55.9408 
    -58.7924     -85.7494 
    -61.4590      47.7870 
    -53.6869     -77.9653 
    -50.5754      13.9946 
    -55.6099      66.0146 
    -55.4577     153.6836 
    -50.9108     -57.9907 
    -49.8623      14.0824 
    -47.3059      42.0722 
    -46.5171      87.6934 
    -45.3061      74.5782 
    -46.3887     111.3050 
    -43.3611     106.9070 
    -44.0200     143.1637 
    -42.8902     133.3896 
    -49.1917     137.7948 
    -48.0645     137.2599 
    -52.1331      59.2899 
    -53.0677      33.2725 
    -49.2430      25.8417 
    -50.5060      -7.4476 
    -46.3513     -46.0164 
    -46.1370    -100.0688 
    -48.1822    -131.9737 
    -54.4596    -140.2556 
    -50.1318    -106.3965 
    -44.9535    -149.1145 
    -47.1470     134.6692 
    -50.5245      63.2645 
    -52.8985     -11.9578 
    -54.0462    -108.3645 
    -48.9952      87.1205 
    -52.1009    -134.7994 
    -51.8270     -99.1213 
    -51.4840      24.8333 
    -64.0596     -82.1635 
    -62.4305      30.0612 
    -55.3052      12.2603 
    -50.8218     100.2501 
    -53.7702    -141.0420 
    -54.3588     -17.3192 
    -47.1670      49.0521 
    -44.6833     116.6365 
    -45.4953     153.8592 
    -43.5488     177.8637 
    -45.9486    -177.5486 
    -43.9323    -141.6794 
    -44.1296    -134.7927 
    -41.5357    -107.8326 
    -42.8168    -111.9223 
    -41.7738     -90.2027 
    -42.9754    -102.6953 
    -49.2093     -84.9073 
    -56.9448     -97.2046 
    -60.7380    -126.5493 
    -55.2309     159.6248 
    -49.6096      68.2129 
    -46.1690      -7.4688 
    -45.2250     -52.5976 
    -49.8413     -93.0484 
    -51.6824     -55.4503 
    -46.2399     -75.2769 
    -46.4042    -144.2892 
    -48.5559     160.7921 
    -48.8484      77.4197 
    -52.3979     -25.6254 
    -49.1000     166.8620 
    -46.6970     -57.9919 
    -55.2448      -3.8116 
    -56.0406      72.9651 
    -53.0140     -66.0446 
    -55.0965      61.3445 
    -59.6950      75.0872 
    -54.3334     161.6918 
    -53.9775     -23.8047 
    -48.8705     103.9991 
    -48.0044     151.8939 
    -43.5847    -140.7138 
    -46.5368     -76.9348 
    -46.1493     -56.9059 
    -46.7297      19.0435 
    -45.6526      24.4133 
